date;sessions;transactions;purchaseRevenue;conversion_rate;account_display;property_display
2025-10-22;173;1;64.309998;0.5780346820809248;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-23;172;2;146.200001;1.1627906976744187;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-24;137;1;218.899999;0.7299270072992701;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-25;89;1;50.660001;1.1235955056179776;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-26;97;0;0.0;0.0;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-27;235;0;0.0;0.0;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-28;186;6;1540.01;3.225806451612903;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-29;163;2;399.300003;1.2269938650306749;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-30;139;0;0.0;0.0;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-10-31;4;0;0.0;0.0;Santo Óleo | Google Analytics Account;Propriedade Principal | https://santooleo.com.br/ - GA4
2025-08-27;5;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-08-28;13;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-08-29;11;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-08-30;5;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-08-31;9;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-01;11;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-02;13;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-03;11;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-04;10;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-05;9;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-06;5;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-07;5;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-08;12;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-09;25;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-10;16;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-11;19;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-12;16;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-13;10;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-14;9;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-15;28;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-16;25;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-17;23;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-18;17;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-19;9;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-20;7;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-21;12;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-22;28;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-23;15;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-24;12;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-25;13;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-26;17;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-27;9;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-28;17;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-29;27;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-09-30;24;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-01;23;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-02;24;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-03;19;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-04;18;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-05;16;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-06;29;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-07;32;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-08;23;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-09;29;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-10;23;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-11;17;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-12;19;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-13;30;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-14;22;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-15;24;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-16;23;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-17;17;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-18;14;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-19;11;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-20;38;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-21;23;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-22;29;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-23;23;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-24;18;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-25;10;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-26;12;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-27;19;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-28;33;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-29;17;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-30;14;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-10-31;1;0;0.0;0.0;Verde & Estilo;Site Verde & Estilo
2025-08-27;21;0;0.0;0.0;Vest Prado;Vest Prado
2025-08-28;21;0;0.0;0.0;Vest Prado;Vest Prado
2025-08-29;9;0;0.0;0.0;Vest Prado;Vest Prado
2025-08-30;7;0;0.0;0.0;Vest Prado;Vest Prado
2025-08-31;13;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-01;21;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-02;11;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-03;20;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-04;22;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-05;15;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-06;14;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-07;10;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-08;15;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-09;10;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-10;18;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-11;18;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-12;15;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-13;16;1;251.820001;6.25;Vest Prado;Vest Prado
2025-09-14;14;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-15;29;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-16;21;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-17;19;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-18;16;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-19;10;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-20;9;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-21;10;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-22;24;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-23;17;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-24;22;1;150.539999;4.545454545454546;Vest Prado;Vest Prado
2025-09-25;15;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-26;16;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-27;11;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-28;19;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-29;21;0;0.0;0.0;Vest Prado;Vest Prado
2025-09-30;18;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-01;20;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-02;17;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-03;19;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-04;23;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-05;22;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-06;19;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-07;19;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-08;20;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-09;47;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-10;64;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-11;115;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-12;18;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-13;22;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-14;14;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-15;32;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-16;26;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-17;30;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-18;13;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-19;12;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-20;14;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-21;21;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-22;42;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-23;24;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-24;16;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-25;15;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-26;19;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-27;16;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-28;39;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-29;36;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-30;47;0;0.0;0.0;Vest Prado;Vest Prado
2025-10-31;1;0;0.0;0.0;Vest Prado;Vest Prado
2025-08-27;2;0;0.0;0.0;WN7;WN7 Performance Wix
2025-08-28;3;0;0.0;0.0;WN7;WN7 Performance Wix
2025-08-30;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-01;4;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-02;4;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-03;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-04;6;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-05;4;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-08;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-11;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-12;3;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-13;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-15;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-17;5;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-18;2;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-19;2;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-20;2;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-22;5;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-24;3;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-25;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-26;3;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-27;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-29;6;0;0.0;0.0;WN7;WN7 Performance Wix
2025-09-30;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-01;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-02;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-03;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-05;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-06;2;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-08;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-09;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-13;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-14;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-17;5;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-20;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-21;2;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-22;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-23;2;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-24;3;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-25;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-26;5;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-27;2;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-28;5;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-29;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-10-30;1;0;0.0;0.0;WN7;WN7 Performance Wix
2025-08-27;5;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-08-28;6;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-08-29;2;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-08-30;5;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-08-31;1;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-01;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-02;19;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-03;19;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-04;14;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-05;2;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-06;5;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-07;1;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-08;6;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-09;11;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-10;8;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-11;10;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-12;12;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-13;15;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-14;10;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-15;10;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-16;18;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-17;11;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-18;18;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-19;66;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-20;38;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-21;5;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-22;11;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-23;9;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-24;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-25;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-26;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-28;2;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-29;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-09-30;18;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-01;11;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-02;12;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-03;23;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-04;8;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-05;1;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-06;4;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-07;11;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-08;8;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-09;6;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-10;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-11;4;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-12;3;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-13;11;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-14;8;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-15;16;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-16;10;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-17;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-18;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-19;4;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-20;14;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-21;4;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-22;12;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-23;4;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-24;13;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-25;3;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-26;7;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-27;6;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-28;14;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-29;10;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-10-30;5;0;0.0;0.0;Wild World LTDA;Taylor Baptista
2025-08-27;134;2;1170.900002;1.4925373134328357;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-08-28;176;1;2117.0;0.5681818181818182;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-08-29;134;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-08-30;127;3;1234.150002;2.3622047244094486;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-08-31;143;1;167.680002;0.6993006993006993;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-01;142;1;763.999997;0.7042253521126761;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-02;105;1;630.900001;0.9523809523809524;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-03;136;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-04;155;1;180.110002;0.6451612903225806;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-05;115;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-06;136;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-07;158;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-08;124;3;664.710002;2.4193548387096775;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-09;144;2;1023.450001;1.3888888888888888;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-10;122;1;171.710002;0.819672131147541;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-11;124;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-12;220;1;335.999999;0.45454545454545453;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-13;234;3;1671.199997;1.282051282051282;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-14;157;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-15;255;1;352.290001;0.39215686274509803;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-16;216;1;799.000001;0.4629629629629629;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-17;135;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-18;124;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-19;125;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-20;112;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-21;90;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-22;130;1;272.650002;0.7692307692307693;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-23;182;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-24;595;3;2863.949999;0.5042016806722689;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-25;130;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-26;136;3;2770.000005;2.2058823529411766;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-27;99;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-28;96;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-29;115;1;286.999998;0.8695652173913043;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-09-30;88;2;530.41;2.272727272727273;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-01;119;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-02;103;2;1601.000003;1.9417475728155338;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-03;118;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-04;97;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-05;107;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-06;110;1;546.000003;0.9090909090909091;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-07;120;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-08;131;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-09;178;1;275.500002;0.5617977528089888;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-10;151;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-11;115;2;453.860002;1.7391304347826086;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-12;88;1;518.7;1.1363636363636365;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-13;59;1;433.579999;1.694915254237288;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-14;157;2;1948.000001;1.2738853503184715;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-15;139;3;2056.099997;2.158273381294964;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-16;166;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-17;196;2;980.000001;1.0204081632653061;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-18;101;1;509.399998;0.9900990099009901;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-19;127;1;270.899999;0.7874015748031495;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-20;308;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-21;155;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-22;144;3;1668.000001;2.083333333333333;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-23;166;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-24;242;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-25;132;1;537.699998;0.7575757575757576;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-26;213;2;823.650001;0.9389671361502347;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-27;305;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-28;149;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-29;162;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-30;164;1;193.22;0.6097560975609756;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-10-31;38;0;0.0;0.0;antesdeparis.com.br/;http://antesdeparis.com.br - GA4
2025-08-27;241;5;1478.550002;2.0746887966804977;roupa para brincar;Roupa para Brincar – GA4
2025-08-28;189;1;621.65;0.5291005291005291;roupa para brincar;Roupa para Brincar – GA4
2025-08-29;150;3;474.330003;2.0;roupa para brincar;Roupa para Brincar – GA4
2025-08-30;131;4;989.860002;3.0534351145038165;roupa para brincar;Roupa para Brincar – GA4
2025-08-31;151;9;3532.030002;5.960264900662252;roupa para brincar;Roupa para Brincar – GA4
2025-09-01;184;7;2566.210001;3.804347826086957;roupa para brincar;Roupa para Brincar – GA4
2025-09-02;253;3;2035.079998;1.185770750988142;roupa para brincar;Roupa para Brincar – GA4
2025-09-03;245;7;2901.220004;2.857142857142857;roupa para brincar;Roupa para Brincar – GA4
2025-09-04;330;5;1448.089999;1.5151515151515151;roupa para brincar;Roupa para Brincar – GA4
2025-09-05;234;3;697.779998;1.282051282051282;roupa para brincar;Roupa para Brincar – GA4
2025-09-06;190;1;259.6;0.5263157894736842;roupa para brincar;Roupa para Brincar – GA4
2025-09-07;181;4;2206.019995;2.209944751381215;roupa para brincar;Roupa para Brincar – GA4
2025-09-08;309;1;170.58;0.3236245954692557;roupa para brincar;Roupa para Brincar – GA4
2025-09-09;184;1;95.220002;0.5434782608695652;roupa para brincar;Roupa para Brincar – GA4
2025-09-10;185;3;580.629997;1.6216216216216217;roupa para brincar;Roupa para Brincar – GA4
2025-09-11;239;3;774.950003;1.2552301255230125;roupa para brincar;Roupa para Brincar – GA4
2025-09-12;218;4;1623.020001;1.834862385321101;roupa para brincar;Roupa para Brincar – GA4
2025-09-13;217;2;420.570003;0.9216589861751152;roupa para brincar;Roupa para Brincar – GA4
2025-09-14;186;7;1894.689997;3.763440860215054;roupa para brincar;Roupa para Brincar – GA4
2025-09-15;300;8;2625.640003;2.666666666666667;roupa para brincar;Roupa para Brincar – GA4
2025-09-16;228;3;489.639999;1.3157894736842104;roupa para brincar;Roupa para Brincar – GA4
2025-09-17;199;8;2232.329999;4.0201005025125625;roupa para brincar;Roupa para Brincar – GA4
2025-09-18;186;6;2007.350003;3.225806451612903;roupa para brincar;Roupa para Brincar – GA4
2025-09-19;184;6;1328.850001;3.260869565217391;roupa para brincar;Roupa para Brincar – GA4
2025-09-20;150;6;2205.550001;4.0;roupa para brincar;Roupa para Brincar – GA4
2025-09-21;217;9;3081.530005;4.147465437788019;roupa para brincar;Roupa para Brincar – GA4
2025-09-22;278;8;2148.680002;2.877697841726619;roupa para brincar;Roupa para Brincar – GA4
